# BUSCO version is: 5.2.2 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
3022at7742	Complete	KN468055.1	512767	536497	-	4081.3	2405	https://www.orthodb.org/v10?query=3022at7742	huntingtin
3190at7742	Complete	KN463761.1	490398	513482	-	3544.3	2168	https://www.orthodb.org/v10?query=3190at7742	zinc finger ZZ-type and EF-hand domain-containing protein 1
3764at7742	Complete	KN461848.1	49875	82884	+	3071.0	2482	https://www.orthodb.org/v10?query=3764at7742	abnormal spindle-like microcephaly-associated protein
4106at7742	Complete	KN463341.1	1925679	2001584	+	4339.6	2171	https://www.orthodb.org/v10?query=4106at7742	serine/threonine-protein kinase mTOR
4372at7742	Complete	KN467196.1	337978	371998	+	3698.0	2098	https://www.orthodb.org/v10?query=4372at7742	serine/threonine-protein kinase ATR
4443at7742	Complete	KN468677.1	46549	73702	+	4044.3	2265	https://www.orthodb.org/v10?query=4443at7742	translational activator GCN1
4577at7742	Complete	KN462610.1	135121	147012	-	4929.9	2170	https://www.orthodb.org/v10?query=4577at7742	pre-mRNA-processing-splicing factor 8
4900at7742	Complete	KN461982.1	55584	89736	-	2081.7	1689	https://www.orthodb.org/v10?query=4900at7742	spatacsin
5018at7742	Complete	KN465738.1	482149	494147	-	2797.3	1966	https://www.orthodb.org/v10?query=5018at7742	ectopic P granules protein 5 homolog
5095at7742	Complete	KN467541.1	60040	88257	+	3756.0	2054	https://www.orthodb.org/v10?query=5095at7742	ubiquitin carboxyl-terminal hydrolase 24
5422at7742	Complete	KN466190.1	99018	124371	-	4165.6	2100	https://www.orthodb.org/v10?query=5422at7742	HECT domain E3 ubiquitin protein ligase 1
5465at7742	Complete	KN463917.1	288057	350722	+	2509.1	1643	https://www.orthodb.org/v10?query=5465at7742	sortilin-related receptor
5520at7742	Complete	KN461110.1	130969	153679	-	3300.5	2392	https://www.orthodb.org/v10?query=5520at7742	serine-protein kinase ATM
5604at7742	Complete	KN468686.1	181756	229406	-	2433.2	1943	https://www.orthodb.org/v10?query=5604at7742	leucine-rich repeat serine/threonine-protein kinase 2
5938at7742	Complete	KN466258.1	12781	39820	+	3364.0	2230	https://www.orthodb.org/v10?query=5938at7742	small subunit processome component 20 homolog
5981at7742	Complete	KN464765.1	33090	52796	-	3929.1	2035	https://www.orthodb.org/v10?query=5981at7742	dnaJ homolog subfamily C member 13 isoform X1
6108at7742	Complete	KN465738.1	287452	299761	+	3474.3	1819	https://www.orthodb.org/v10?query=6108at7742	DNA polymerase epsilon catalytic subunit A
6126at7742	Complete	KN464726.1	70372	85464	-	3680.7	2006	https://www.orthodb.org/v10?query=6126at7742	Dopey family member 1
6253at7742	Complete	KN461130.1	68715	82320	+	1528.6	1201	https://www.orthodb.org/v10?query=6253at7742	Replication timing regulatory factor 1
6305at7742	Complete	KN463447.1	855821	879795	+	4422.2	2302	https://www.orthodb.org/v10?query=6305at7742	Ubiquitin protein ligase E3 component n-recognin 5
6701at7742	Complete	KN462782.1	266688	416949	+	2891.1	1818	https://www.orthodb.org/v10?query=6701at7742	neuroblastoma-amplified sequence
7000at7742	Complete	KN467202.1	19541	67287	+	2930.8	1843	https://www.orthodb.org/v10?query=7000at7742	brefeldin A-inhibited guanine nucleotide-exchange protein 3
7262at7742	Complete	KN464282.1	156673	192700	-	2634.3	2179	https://www.orthodb.org/v10?query=7262at7742	von Willebrand factor
7732at7742	Complete	KN463815.1	73277	98948	+	2333.9	1844	https://www.orthodb.org/v10?query=7732at7742	Zinc finger FYVE-type containing 26
7768at7742	Complete	KN462554.1	104320	133272	-	2279.4	1498	https://www.orthodb.org/v10?query=7768at7742	calcineurin-binding protein cabin-1 isoform X1
8258at7742	Complete	KN464643.1	95742	124980	+	1294.2	1352	https://www.orthodb.org/v10?query=8258at7742	Extra spindle pole bodies like 1, separase
8409at7742	Complete	KN468313.1	1127010	1134617	-	2286.6	1488	https://www.orthodb.org/v10?query=8409at7742	WD repeat-containing protein 81
8503at7742	Complete	KN463256.1	258945	270297	+	2716.2	1798	https://www.orthodb.org/v10?query=8503at7742	Dopey family member 2
8757at7742	Complete	KN468668.1	85879	109796	-	2891.0	1572	https://www.orthodb.org/v10?query=8757at7742	Phosphoinositide kinase, FYVE-type zinc finger containing
8766at7742	Complete	KN463235.1	328173	354891	-	1747.5	1486	https://www.orthodb.org/v10?query=8766at7742	rotatin
8874at7742	Fragmented	JACL01050437.1	2079	8850	-	609.1	456	https://www.orthodb.org/v10?query=8874at7742	HEAT repeat-containing protein 1
8995at7742	Fragmented	KN464502.1	45910	58378	-	725.9	940	https://www.orthodb.org/v10?query=8995at7742	nucleolar pre-ribosomal-associated protein 1
9110at7742	Complete	KN468458.1	485695	507992	+	2618.7	1580	https://www.orthodb.org/v10?query=9110at7742	anaphase-promoting complex subunit 1
9484at7742	Complete	KN465629.1	36143	84589	-	3499.3	2018	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9579at7742	Complete	KN467362.1	277182	284779	+	1460.5	1811	https://www.orthodb.org/v10?query=9579at7742	Upstream transcription factor family member 3
9683at7742	Complete	KN468313.1	1280248	1292035	+	3100.1	1837	https://www.orthodb.org/v10?query=9683at7742	protein KIAA0100 homolog isoform X1
9744at7742	Complete	KN466466.1	77965	88585	+	2983.8	1733	https://www.orthodb.org/v10?query=9744at7742	Nucleoporin 205
10003at7742	Complete	KN467946.1	188467	208878	-	3166.0	1804	https://www.orthodb.org/v10?query=10003at7742	integrator complex subunit 1
10136at7742	Complete	KN466465.1	300678	413974	+	1365.8	1006	https://www.orthodb.org/v10?query=10136at7742	zinc finger protein 407
10163at7742	Complete	KN464474.1	204445	216379	+	1677.8	1271	https://www.orthodb.org/v10?query=10163at7742	protein PRRC2B isoform X1
10485at7742	Complete	KN467604.1	157846	172230	-	1835.3	1613	https://www.orthodb.org/v10?query=10485at7742	protein PRRC2C isoform X1
10757at7742	Complete	KN468631.1	458560	566258	-	2490.9	1535	https://www.orthodb.org/v10?query=10757at7742	plexin-D1
10899at7742	Complete	KN464409.1	199224	229363	+	1793.4	1358	https://www.orthodb.org/v10?query=10899at7742	Integrin beta
11104at7742	Complete	KN462097.1	86854	142012	+	3072.6	1547	https://www.orthodb.org/v10?query=11104at7742	NACHT and WD repeat domain-containing protein 2
11195at7742	Complete	KN462248.1	9319	69085	-	1861.3	1131	https://www.orthodb.org/v10?query=11195at7742	von Willebrand factor A domain-containing protein 8
11237at7742	Complete	KN461045.1	394425	409653	-	3065.3	1628	https://www.orthodb.org/v10?query=11237at7742	Thyroid hormone receptor interactor 12
11472at7742	Complete	KN463289.1	28514	49335	+	2704.5	1344	https://www.orthodb.org/v10?query=11472at7742	endoribonuclease Dicer
11505at7742	Complete	KN462354.1	418216	438260	+	2508.6	1441	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11550at7742	Complete	KN463447.1	1682542	1704582	+	1676.0	1405	https://www.orthodb.org/v10?query=11550at7742	centrosomal protein 192 
11696at7742	Complete	KN462511.1	20694	57512	+	2329.1	1466	https://www.orthodb.org/v10?query=11696at7742	Intraflagellar transport 172
11895at7742	Fragmented	JACL01046036.1	11519	12116	-	156.8	112	https://www.orthodb.org/v10?query=11895at7742	kinetochore-associated protein 1
12004at7742	Complete	KN460669.1	161589	178283	+	2472.7	1394	https://www.orthodb.org/v10?query=12004at7742	E3 ubiquitin-protein ligase UBR3
12300at7742	Complete	KN466283.1	47428	57220	+	1397.5	1205	https://www.orthodb.org/v10?query=12300at7742	deleted in lung and esophageal cancer protein 1
12491at7742	Complete	KN466233.1	254536	277734	-	2402.1	1387	https://www.orthodb.org/v10?query=12491at7742	Helicase with zinc finger
12613at7742	Fragmented	KN467698.1	595	31074	+	1962.6	1051	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12616at7742	Complete	KN463020.1	750136	764991	+	2496.6	1569	https://www.orthodb.org/v10?query=12616at7742	nebulin-related-anchoring protein
12659at7742	Complete	KN467855.1	85685	119688	+	2998.4	1575	https://www.orthodb.org/v10?query=12659at7742	B-TFIID TATA-box binding protein associated factor 1
13296at7742	Complete	KN464475.1	311937	320649	+	1853.8	1410	https://www.orthodb.org/v10?query=13296at7742	E3 ubiquitin-protein ligase listerin
13480at7742	Complete	KN464190.1	15926	23339	+	733.3	761	https://www.orthodb.org/v10?query=13480at7742	Cilia and flagella associated protein 65
13670at7742	Complete	KN464474.1	1555526	1564198	-	2413.4	1452	https://www.orthodb.org/v10?query=13670at7742	nucleoporin NUP188 homolog
13881at7742	Complete	KN463252.1	3654	36347	-	1748.9	941	https://www.orthodb.org/v10?query=13881at7742	DNA-directed RNA polymerase I subunit RPA1
13963at7742	Complete	KN463687.1	852912	884689	-	1507.4	1178	https://www.orthodb.org/v10?query=13963at7742	Fanconi anemia group M protein
13987at7742	Missing
14102at7742	Complete	KN467724.1	66008	82369	-	1892.4	1498	https://www.orthodb.org/v10?query=14102at7742	Laminin subunit alpha 4
14442at7742	Complete	KN465529.1	14749	76751	-	2695.9	1510	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14788at7742	Complete	KN467431.1	88212	109706	+	1792.8	1335	https://www.orthodb.org/v10?query=14788at7742	ATP-binding cassette sub-family A member 5
15083at7742	Complete	KN461021.1	103700	124349	-	1338.1	1352	https://www.orthodb.org/v10?query=15083at7742	Ankyrin repeat domain 12
15257at7742	Complete	KN462793.1	540347	566412	-	1622.8	1968	https://www.orthodb.org/v10?query=15257at7742	golgin A4 
15408at7742	Complete	KN466620.1	493800	504129	+	2746.6	1610	https://www.orthodb.org/v10?query=15408at7742	proteasome-associated protein ECM29 homolog
15604at7742	Complete	KN467007.1	255265	265432	+	3027.9	1643	https://www.orthodb.org/v10?query=15604at7742	Transcription initiation factor TFIID subunit
15611at7742	Complete	KN461082.1	149002	168053	+	1089.4	1450	https://www.orthodb.org/v10?query=15611at7742	tumor suppressor p53-binding protein 1
15711at7742	Fragmented	KN464747.1	329731	334252	-	1008.5	846	https://www.orthodb.org/v10?query=15711at7742	uncharacterized protein KIAA2026 homolog
16061at7742	Complete	KN462271.1	11391	33254	+	2666.9	1326	https://www.orthodb.org/v10?query=16061at7742	Zinc finger SWIM-type containing 8
16096at7742	Missing
16236at7742	Complete	KN468128.1	110897	150540	+	1720.7	1363	https://www.orthodb.org/v10?query=16236at7742	general transcription factor 3C polypeptide 1
16347at7742	Complete	KN463331.1	291	36410	-	1379.9	1081	https://www.orthodb.org/v10?query=16347at7742	Minichromosome maintenance complex component 3 associated protein
16405at7742	Complete	KN462479.1	692391	700587	-	2102.4	1185	https://www.orthodb.org/v10?query=16405at7742	Mitogen-activated protein kinase kinase kinase 4
16601at7742	Complete	KN467070.1	261300	267080	+	1607.8	1454	https://www.orthodb.org/v10?query=16601at7742	methylcytosine dioxygenase TET2
16779at7742	Fragmented	KN465363.1	1077	11902	+	1160.8	620	https://www.orthodb.org/v10?query=16779at7742	SNF2 histone linker PHD RING helicase
16923at7742	Complete	KN464937.1	68882	114334	-	3003.1	1492	https://www.orthodb.org/v10?query=16923at7742	protein MON2 homolog isoform X1
17577at7742	Complete	KN460817.1	42892	90036	+	2287.8	1270	https://www.orthodb.org/v10?query=17577at7742	DEP domain-containing protein 5
17657at7742	Complete	KN462181.1	345345	373180	+	2193.9	1016	https://www.orthodb.org/v10?query=17657at7742	Dispatched RND transporter family member 1
17720at7742	Complete	KN463945.1	41848	56096	-	2779.3	2122	https://www.orthodb.org/v10?query=17720at7742	Ankyrin repeat domain 11
17781at7742	Complete	KN465145.1	29420	48533	-	2337.8	1768	https://www.orthodb.org/v10?query=17781at7742	Thyroid hormone receptor interactor 11
17789at7742	Complete	KN464165.1	84175	91642	+	1117.8	1440	https://www.orthodb.org/v10?query=17789at7742	Caspase 8 associated protein 2
17848at7742	Complete	KN464457.1	72682	164466	+	2104.2	1276	https://www.orthodb.org/v10?query=17848at7742	zinc finger protein castor homolog 1
17900at7742	Complete	KN467859.1	126658	155016	-	2299.6	1285	https://www.orthodb.org/v10?query=17900at7742	rho GTPase-activating protein 5
18037at7742	Complete	KN465615.1	79026	115941	+	1664.6	1104	https://www.orthodb.org/v10?query=18037at7742	gamma-tubulin complex component 6
18541at7742	Fragmented	KN464424.1	68	12405	+	1533.6	719	https://www.orthodb.org/v10?query=18541at7742	transcription elongation factor SPT6
18946at7742	Complete	KN463234.1	836647	867945	-	845.6	829	https://www.orthodb.org/v10?query=18946at7742	androglobin
19072at7742	Complete	KN461045.1	237588	281041	+	1706.5	1279	https://www.orthodb.org/v10?query=19072at7742	SPHK1 interactor, AKAP domain containing
19085at7742	Missing
19307at7742	Complete	KN463687.1	11496	26006	-	1246.8	989	https://www.orthodb.org/v10?query=19307at7742	Leucine rich repeat containing 9
19351at7742	Complete	KN462587.1	37351	48267	+	1074.7	1194	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19367at7742	Complete	KN465086.1	268571	275536	-	1070.6	1073	https://www.orthodb.org/v10?query=19367at7742	A disintegrin and metalloproteinase with thrombospondin motifs 13
19730at7742	Complete	KN462321.1	1139092	1154257	+	2396.6	1155	https://www.orthodb.org/v10?query=19730at7742	Mediator complex subunit 23
20246at7742	Complete	KN462680.1	59484	86586	-	1463.3	1397	https://www.orthodb.org/v10?query=20246at7742	sperm-associated antigen 17
20356at7742	Fragmented	JACL01047866.1	4951	13749	-	748.5	428	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20518at7742	Complete	KN461336.1	198239	291841	+	2099.9	1094	https://www.orthodb.org/v10?query=20518at7742	intron-binding protein aquarius
20951at7742	Duplicated	KN461772.1	361914	375720	-	1846.3	1205	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
20951at7742	Duplicated	KN461772.1	361914	379472	-	2154.4	1418	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
21252at7742	Complete	KN464758.1	105252	125769	-	1385.7	880	https://www.orthodb.org/v10?query=21252at7742	probable ATP-dependent DNA helicase HFM1
21281at7742	Complete	KN462140.1	38352	59112	-	1856.7	1153	https://www.orthodb.org/v10?query=21281at7742	trafficking protein particle complex 8 
21546at7742	Complete	KN460449.1	85066	113486	+	2116.7	1565	https://www.orthodb.org/v10?query=21546at7742	focadhesin
21841at7742	Complete	KN461148.1	162381	215234	+	873.1	1087	https://www.orthodb.org/v10?query=21841at7742	collagen alpha-1(XX) chain
21970at7742	Complete	KN465806.1	226544	253583	+	1751.2	1006	https://www.orthodb.org/v10?query=21970at7742	WD repeat domain 17
22108at7742	Complete	KN460933.1	39864	60094	+	1605.2	1087	https://www.orthodb.org/v10?query=22108at7742	Gem nuclear organelle associated protein 5
22187at7742	Complete	KN462669.1	20322	51730	-	2409.2	2054	https://www.orthodb.org/v10?query=22187at7742	Human immunodeficiency virus type I enhancer binding protein 1
22275at7742	Complete	KN461942.1	25216	37117	-	759.7	743	https://www.orthodb.org/v10?query=22275at7742	PCF11 cleavage and polyadenylation factor subunit
22496at7742	Complete	KN467903.1	97347	157428	-	1351.7	1026	https://www.orthodb.org/v10?query=22496at7742	Hepatocyte growth factor receptor
22554at7742	Complete	KN462719.1	9553	81807	-	1085.5	740	https://www.orthodb.org/v10?query=22554at7742	Synapse defective Rho GTPase homolog 2
22898at7742	Complete	KN468668.1	32403	42312	+	1991.3	1083	https://www.orthodb.org/v10?query=22898at7742	splicing factor 3B subunit 1 isoform X1
23173at7742	Complete	KN464747.1	293277	304298	-	2114.9	1156	https://www.orthodb.org/v10?query=23173at7742	Nucleoporin 155
23457at7742	Complete	KN464511.1	197397	203927	+	1417.9	1365	https://www.orthodb.org/v10?query=23457at7742	PHD finger protein 3 isoform X1
23496at7742	Missing
23531at7742	Complete	KN460390.1	145244	166176	-	1118.2	820	https://www.orthodb.org/v10?query=23531at7742	tectonin beta-propeller repeat-containing protein 2
23568at7742	Complete	KN468609.1	74870	83266	-	1870.0	1327	https://www.orthodb.org/v10?query=23568at7742	tetratricopeptide repeat protein 37
23673at7742	Complete	KN463334.1	36	17029	-	1401.5	1129	https://www.orthodb.org/v10?query=23673at7742	condensin-2 complex subunit D3
23675at7742	Complete	KN462761.1	3636	51599	+	1788.7	1057	https://www.orthodb.org/v10?query=23675at7742	DNA polymerase
23692at7742	Complete	KN464260.1	1581	20850	-	679.4	777	https://www.orthodb.org/v10?query=23692at7742	cilia- and flagella-associated protein 44
23872at7742	Complete	KN464664.1	744946	753120	+	1783.0	1083	https://www.orthodb.org/v10?query=23872at7742	rab3 GTPase-activating protein non-catalytic subunit
23996at7742	Complete	KN462193.1	214783	226846	-	1647.9	1403	https://www.orthodb.org/v10?query=23996at7742	A-kinase anchor protein 11
24404at7742	Complete	KN460399.1	882923	937718	+	2118.9	1091	https://www.orthodb.org/v10?query=24404at7742	isoleucine--tRNA ligase, cytoplasmic
24468at7742	Complete	KN468425.1	183749	314640	-	1409.3	852	https://www.orthodb.org/v10?query=24468at7742	Zinc finger protein 536
24566at7742	Fragmented	KN462026.1	259	20027	-	661.8	551	https://www.orthodb.org/v10?query=24566at7742	nischarin isoform X1
24621at7742	Complete	KN467715.1	1046164	1053693	+	2036.4	1136	https://www.orthodb.org/v10?query=24621at7742	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
24868at7742	Complete	KN463234.1	227418	236542	-	1805.5	1409	https://www.orthodb.org/v10?query=24868at7742	adenylate kinase 9
24985at7742	Complete	KN461062.1	41499	111057	+	693.6	564	https://www.orthodb.org/v10?query=24985at7742	fibronectin type III domain-containing protein 1
25109at7742	Complete	KN462697.1	34548	44549	+	1771.3	1436	https://www.orthodb.org/v10?query=25109at7742	Programmed cell death 11
25377at7742	Complete	KN468368.1	95179	108736	-	966.4	1061	https://www.orthodb.org/v10?query=25377at7742	Fanconi anemia group A protein
25752at7742	Complete	KN463125.1	34360	45912	-	2098.7	1039	https://www.orthodb.org/v10?query=25752at7742	splicing factor 3B subunit 3
25839at7742	Complete	KN462793.1	627745	635012	+	1825.7	1040	https://www.orthodb.org/v10?query=25839at7742	DNA mismatch repair protein Msh6
26047at7742	Complete	KN462074.1	52400	70357	-	1537.5	985	https://www.orthodb.org/v10?query=26047at7742	coatomer subunit alpha
26210at7742	Complete	KN464946.1	48827	59048	-	1427.3	1077	https://www.orthodb.org/v10?query=26210at7742	RNA polymerase II-associated protein 1
26485at7742	Complete	KN462482.1	20888	53965	+	1415.0	1020	https://www.orthodb.org/v10?query=26485at7742	Condensin complex subunit 1
26536at7742	Complete	KN468444.1	94708	105329	-	1834.7	1055	https://www.orthodb.org/v10?query=26536at7742	tripeptidyl-peptidase 2
26714at7742	Complete	KN468178.1	326	14671	+	1823.3	1045	https://www.orthodb.org/v10?query=26714at7742	Methionine synthase
26808at7742	Complete	KN462467.1	74526	98228	-	1888.3	1339	https://www.orthodb.org/v10?query=26808at7742	pseudopodium-enriched atypical kinase 1
26890at7742	Complete	KN465588.1	23539	37002	+	1557.9	868	https://www.orthodb.org/v10?query=26890at7742	ubiquitin carboxyl-terminal hydrolase 7
26970at7742	Complete	KN460807.1	395783	482668	-	836.0	831	https://www.orthodb.org/v10?query=26970at7742	uncharacterized protein KIAA0825 homolog isoform X1
27280at7742	Complete	KN460356.1	21811	29398	-	1529.0	947	https://www.orthodb.org/v10?query=27280at7742	Kinesin family member 7
27308at7742	Complete	KN464946.1	884517	899767	+	2387.1	1429	https://www.orthodb.org/v10?query=27308at7742	eukaryotic translation initiation factor 2-alpha kinase 4
27364at7742	Complete	KN462173.1	49087	80005	+	1591.9	920	https://www.orthodb.org/v10?query=27364at7742	trafficking protein particle complex subunit 10
27385at7742	Complete	KN468686.1	10759	31837	+	1697.8	1131	https://www.orthodb.org/v10?query=27385at7742	nuclear pore complex protein Nup160
27463at7742	Complete	KN468166.1	102913	131802	+	1081.0	948	https://www.orthodb.org/v10?query=27463at7742	sushi, nidogen and EGF-like domain-containing protein 1
27595at7742	Complete	KN461501.1	146127	155395	-	1124.7	1078	https://www.orthodb.org/v10?query=27595at7742	rho GTPase-activating protein 31
27786at7742	Complete	KN463036.1	3226	10049	-	822.5	784	https://www.orthodb.org/v10?query=27786at7742	zinc finger protein 592
28267at7742	Complete	KN461691.1	281252	294013	-	1601.2	1057	https://www.orthodb.org/v10?query=28267at7742	enhancer of mRNA-decapping protein 4
28386at7742	Complete	KN462479.1	773189	783634	-	1184.0	990	https://www.orthodb.org/v10?query=28386at7742	probable methyltransferase TARBP1
28425at7742	Complete	KN467751.1	73867	103143	+	1743.4	997	https://www.orthodb.org/v10?query=28425at7742	leucine--tRNA ligase, cytoplasmic
28500at7742	Complete	KN465588.1	195633	208107	-	1993.9	1037	https://www.orthodb.org/v10?query=28500at7742	protein flightless-1 homolog
28532at7742	Complete	KN463592.1	20735	33558	-	1813.9	1042	https://www.orthodb.org/v10?query=28532at7742	putative ATP-dependent RNA helicase DHX57
28693at7742	Complete	KN463447.1	270763	284309	+	1331.0	991	https://www.orthodb.org/v10?query=28693at7742	protein MMS22-like
28708at7742	Complete	KN463449.1	64937	85037	-	1904.5	984	https://www.orthodb.org/v10?query=28708at7742	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
28859at7742	Complete	KN462837.1	66847	88030	-	1917.6	972	https://www.orthodb.org/v10?query=28859at7742	DNA-directed RNA polymerase III subunit RPC2
28954at7742	Complete	KN467550.1	244235	247897	+	1594.4	884	https://www.orthodb.org/v10?query=28954at7742	zinc finger BED domain-containing protein 4
29096at7742	Complete	KN467751.1	8168	28522	+	1971.9	1184	https://www.orthodb.org/v10?query=29096at7742	DNA repair protein RAD50
29337at7742	Complete	KN462063.1	22143	56637	-	1474.9	930	https://www.orthodb.org/v10?query=29337at7742	adhesion G protein-coupled receptor A3
29623at7742	Complete	KN460399.1	410587	428263	+	1692.0	1162	https://www.orthodb.org/v10?query=29623at7742	Fanconi anemia group D2 protein
29855at7742	Complete	KN468313.1	1340884	1358935	+	1666.5	1138	https://www.orthodb.org/v10?query=29855at7742	synergin gamma isoform X1
29952at7742	Fragmented	KN462912.1	71874	90697	-	1141.7	646	https://www.orthodb.org/v10?query=29952at7742	nephrocystin-3
29959at7742	Complete	KN460378.1	85300	99999	-	1087.3	893	https://www.orthodb.org/v10?query=29959at7742	pro-epidermal growth factor
30224at7742	Missing
30479at7742	Complete	KN468178.1	246400	254134	-	1645.0	1241	https://www.orthodb.org/v10?query=30479at7742	mediator of RNA polymerase II transcription subunit 1
30774at7742	Complete	KN462345.1	97931	112072	-	1670.6	1062	https://www.orthodb.org/v10?query=30774at7742	Fanconi anemia group I protein
30973at7742	Complete	KN466545.1	964658	973827	+	1346.3	997	https://www.orthodb.org/v10?query=30973at7742	KIAA0556
31066at7742	Complete	KN467932.1	82375	88180	+	1673.1	950	https://www.orthodb.org/v10?query=31066at7742	manganese-transporting ATPase 13A1
31418at7742	Complete	JACL01022549.1	119528	124929	+	1666.5	1115	https://www.orthodb.org/v10?query=31418at7742	protein dispatched homolog 2
31574at7742	Complete	KN461294.1	379347	387132	-	2023.7	1030	https://www.orthodb.org/v10?query=31574at7742	WASH complex subunit strumpellin
31951at7742	Complete	KN468483.1	32073	41247	-	1623.3	1036	https://www.orthodb.org/v10?query=31951at7742	uncharacterized protein KIAA0232 homolog isoform X1
32152at7742	Complete	KN461274.1	786834	878856	-	1689.6	971	https://www.orthodb.org/v10?query=32152at7742	DNA damage-binding protein 1
32286at7742	Complete	JACL01031265.1	17770	50662	+	1782.2	1094	https://www.orthodb.org/v10?query=32286at7742	serine/threonine-protein kinase SIK3 isoform X1
32307at7742	Complete	KN464860.1	905806	910304	+	848.2	1093	https://www.orthodb.org/v10?query=32307at7742	AT-hook DNA-binding motif-containing protein 1
32396at7742	Missing
32511at7742	Complete	KN462133.1	696047	702091	+	1121.8	775	https://www.orthodb.org/v10?query=32511at7742	DNA repair protein REV1
32732at7742	Complete	KN463867.1	180259	188797	-	1437.6	844	https://www.orthodb.org/v10?query=32732at7742	SIN3 transcription regulator family member B
32840at7742	Complete	KN460500.1	74722	92691	+	1902.9	988	https://www.orthodb.org/v10?query=32840at7742	transcription initiation factor TFIID subunit 2
32983at7742	Complete	KN461588.1	1042185	1172087	+	1864.1	1472	https://www.orthodb.org/v10?query=32983at7742	thyroid adenoma-associated protein
33222at7742	Complete	KN464475.1	151697	157596	-	1348.0	874	https://www.orthodb.org/v10?query=33222at7742	HEAT repeat-containing protein 6
33320at7742	Complete	KN462055.1	34868	58980	-	1486.4	777	https://www.orthodb.org/v10?query=33320at7742	F-box only protein 38 isoform X1
33364at7742	Complete	KN466232.1	1553133	1562745	-	1029.1	720	https://www.orthodb.org/v10?query=33364at7742	Histone-lysine N-methyltransferase, H3 lysine-79 specific
33525at7742	Complete	KN460356.1	770133	776996	-	1175.2	1133	https://www.orthodb.org/v10?query=33525at7742	glutamine and serine-rich protein 1
33527at7742	Complete	KN464765.1	22253	31463	-	1681.3	1141	https://www.orthodb.org/v10?query=33527at7742	DNA topoisomerase 2-binding protein 1
33771at7742	Complete	JACL01045754.1	5472	19654	+	1185.2	784	https://www.orthodb.org/v10?query=33771at7742	protein FAM193A
33940at7742	Complete	KN462965.1	28583	37581	-	1664.4	842	https://www.orthodb.org/v10?query=33940at7742	O-linked N-acetylglucosamine (GlcNAc) transferase
